# epoch loss
1 16.1571
2 2.01446
3 2.01564
4 2.00999
5 2.02525
6 2.04353
7 2.04189
8 2.04771
9 2.04626
10 2.04742
11 2.04775
12 2.04775
13 2.04775
14 2.04775
15 2.04775
16 2.04775
17 2.04775
18 2.04775
19 2.04775
20 2.04775
21 2.04775
22 2.04775
23 2.04775
24 2.04775
25 2.04775
26 2.04775
27 2.04775
28 2.04775
29 2.04775
30 2.04775
31 2.04775
32 2.04775
33 2.04775
34 2.04775
35 2.04775
36 2.04775
37 2.04775
38 2.04775
39 2.04775
40 2.04775
41 2.04775
42 2.04775
43 2.04775
44 2.04775
45 2.04775
46 2.04775
47 2.04775
48 2.04775
49 2.04775
50 2.04775
51 2.04775
52 2.04775
53 2.04775
54 2.04775
55 2.04775
56 2.04775
57 2.04775
58 2.04775
59 2.04775
60 2.04775
61 2.04775
62 2.04811
63 2.04851
64 2.04775
65 2.04775
66 2.04775
67 2.04775
68 2.04775
69 2.04775
70 2.04775
71 2.04775
72 2.04775
73 2.04775
74 2.04775
75 2.04775
76 2.04775
77 2.04775
78 2.04775
79 2.04775
80 2.04775
81 2.04775
82 2.04775
83 2.04775
84 2.04775
85 2.04775
86 2.04775
87 2.04775
88 2.04775
89 2.04775
90 2.04775
91 2.04775
92 2.04775
93 2.04775
94 2.04775
95 2.04775
96 2.04775
97 2.04775
98 2.04775
99 2.04775
100 2.04775
